what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132779346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1557132788400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1557132788904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1557132789111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1557132789337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132789945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132794179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132794929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132795452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132795693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132796367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132796585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132816343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132832079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132832554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1557132833743
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557132833771
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1557132833771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1557132837684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557132838750
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1557132841124
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557132854690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132855970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557132911217
