what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131344599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131345395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131345733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131346117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131353797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131354291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131354530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131370580
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131372535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1557131375853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557131376849
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1557131379739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131383713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131384505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131385698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131399510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131403238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131403931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131404218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131407251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131411125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131412251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131412583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131423829
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131426257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131449541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131450658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131451715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131452630
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131452664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131464093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131465411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131466113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131466505
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557131479459
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131479652
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131487240
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131490693
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1557131492929
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131498685
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131503944
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131503964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131524338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131525304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131525781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131526239
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131527035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131531667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131538550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131539054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131540002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131540341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131570592
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131572779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1557131578363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557131579353
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1557131581664
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131589628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131592402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131602872
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131604235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131605382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131609663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131613337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131613862
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131614265
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557131648073
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131648487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131686324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131686956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131687328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131687749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131688215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131688661
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131689633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131699718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131701476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131701857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131702334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131703078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131704806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131705771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131707063
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131736049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131738770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557131758262
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557131760328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1557131762782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557131764049
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1557131766298
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557131768880
