what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210800974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557210801906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210815792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210823161
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557210825068
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1557210863330
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1557210863346
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1557210863357
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557210893929
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557210945706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210955360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210955793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210956055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210956442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210956735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210962112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210962704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210963042
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557210963537
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557210968955
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557210987481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210990391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210990801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557210991025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211422061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211423698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211426834
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557211428128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211431466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211432469
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211433359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557211446609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557211451226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557211454779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211455828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211456984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211457421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211457847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211458127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211458580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211458864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211459273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211459545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211460228
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1557211463267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557211464114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211465144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211465812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211466083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211466507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211466835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211470402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211470856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211471242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211475802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211476991
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557211484079
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211484367
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211484386
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557211486416
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211487409
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211487430
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557211489606
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211489853
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211489874
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557211492065
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211492288
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211492308
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557211495575
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211495801
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211495819
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557211497609
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211498010
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211498028
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1557211499890
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211500083
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557211502983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211508280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211508748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211509568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211531788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211533234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211571278
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557211572616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1557211574131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1557211575105
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1557211579435
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557211589895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557211597997
