what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127908623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127909848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127910169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127910684
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1557127911119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127927150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127927785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127928045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127934393
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1557127935694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127942717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127943556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127961639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127962415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127963677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127972530
error,log,,,"Internal Error",1557127973165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127985674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127986486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127986807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127988055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127990207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557127997272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557128003335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557128004098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557128005852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557128007391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1557128008844
